Port-level Imports,,,,
Current date: 10/04/2024 4:52 PM (Eastern Daylight Time),,,,
Port,Commodity,Time,Country,Customs Value (Gen) ($US)
Total All Ports,17 Sugars And Sugar Confectionary,2009,Vietnam,"2,839,383"
Total All Ports,17 Sugars And Sugar Confectionary,2010,Vietnam,"2,634,551"
Total All Ports,17 Sugars And Sugar Confectionary,2011,Vietnam,"1,687,725"
Total All Ports,17 Sugars And Sugar Confectionary,2012,Vietnam,"2,054,795"
Total All Ports,17 Sugars And Sugar Confectionary,2013,Vietnam,"3,376,390"
Total All Ports,17 Sugars And Sugar Confectionary,2014,Vietnam,"2,316,182"
Total All Ports,17 Sugars And Sugar Confectionary,2015,Vietnam,"3,376,223"
Total All Ports,17 Sugars And Sugar Confectionary,2016,Vietnam,"8,115,874"
Total All Ports,17 Sugars And Sugar Confectionary,2017,Vietnam,"6,959,555"
Total All Ports,17 Sugars And Sugar Confectionary,2018,Vietnam,"9,523,036"
Total All Ports,17 Sugars And Sugar Confectionary,2019,Vietnam,"12,097,784"
Total All Ports,17 Sugars And Sugar Confectionary,2020,Vietnam,"14,645,172"
Total All Ports,17 Sugars And Sugar Confectionary,2021,Vietnam,"27,531,062"
Total All Ports,17 Sugars And Sugar Confectionary,2022,Vietnam,"26,442,240"
Total All Ports,17 Sugars And Sugar Confectionary,2023,Vietnam,"12,277,892"
Total All Ports,17 Sugars And Sugar Confectionary,2024 through July,Vietnam,"7,927,700"
Total All Ports,18 Cocoa And Cocoa Preparations,2008,Vietnam,"155,291"
Total All Ports,18 Cocoa And Cocoa Preparations,2009,Vietnam,"174,234"
Total All Ports,18 Cocoa And Cocoa Preparations,2010,Vietnam,"583,185"
Total All Ports,18 Cocoa And Cocoa Preparations,2011,Vietnam,"230,877"
Total All Ports,18 Cocoa And Cocoa Preparations,2012,Vietnam,"168,916"
Total All Ports,18 Cocoa And Cocoa Preparations,2013,Vietnam,"634,058"
Total All Ports,18 Cocoa And Cocoa Preparations,2014,Vietnam,"703,140"
Total All Ports,18 Cocoa And Cocoa Preparations,2015,Vietnam,"903,589"
Total All Ports,18 Cocoa And Cocoa Preparations,2016,Vietnam,"1,344,678"
Total All Ports,18 Cocoa And Cocoa Preparations,2017,Vietnam,"1,265,606"
Total All Ports,18 Cocoa And Cocoa Preparations,2018,Vietnam,"1,541,105"
Total All Ports,18 Cocoa And Cocoa Preparations,2019,Vietnam,"1,673,117"
Total All Ports,18 Cocoa And Cocoa Preparations,2020,Vietnam,"1,498,552"
Total All Ports,18 Cocoa And Cocoa Preparations,2021,Vietnam,"2,049,049"
Total All Ports,18 Cocoa And Cocoa Preparations,2022,Vietnam,"2,014,830"
Total All Ports,18 Cocoa And Cocoa Preparations,2023,Vietnam,"1,431,432"
Total All Ports,18 Cocoa And Cocoa Preparations,2024 through July,Vietnam,"804,323"
Total All Ports,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2003,Vietnam,"9,037,347"
Total All Ports,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2004,Vietnam,"10,536,350"
Total All Ports,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2005,Vietnam,"9,449,909"
Total All Ports,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2006,Vietnam,"11,483,234"
Total All Ports,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2007,Vietnam,"13,697,704"
Total All Ports,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2008,Vietnam,"18,611,698"
Total All Ports,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2009,Vietnam,"25,101,250"
Total All Ports,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2010,Vietnam,"24,897,638"
Total All Ports,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2011,Vietnam,"30,937,315"
Total All Ports,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2012,Vietnam,"38,001,872"
Total All Ports,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2013,Vietnam,"38,497,759"
Total All Ports,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2014,Vietnam,"45,470,704"
Total All Ports,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2015,Vietnam,"42,088,641"
Total All Ports,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2016,Vietnam,"46,843,875"
Total All Ports,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2017,Vietnam,"47,491,097"
Total All Ports,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2018,Vietnam,"53,005,346"
Total All Ports,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2019,Vietnam,"67,420,244"
Total All Ports,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2020,Vietnam,"100,822,947"
Total All Ports,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2021,Vietnam,"91,718,195"
Total All Ports,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2022,Vietnam,"131,376,981"
Total All Ports,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2023,Vietnam,"117,591,394"
Total All Ports,"19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares",2024 through July,Vietnam,"74,400,106"
Total All Ports,"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts",2003,Vietnam,"5,555,724"
Total All Ports,"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts",2004,Vietnam,"10,360,610"
Total All Ports,"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts",2005,Vietnam,"23,414,571"
Total All Ports,"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts",2006,Vietnam,"30,043,738"
Total All Ports,"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts",2007,Vietnam,"38,743,198"
Total All Ports,"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts",2008,Vietnam,"37,493,792"
Total All Ports,"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts",2009,Vietnam,"25,573,863"
Total All Ports,"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts",2010,Vietnam,"23,409,583"
Total All Ports,"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts",2011,Vietnam,"24,727,385"
Total All Ports,"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts",2012,Vietnam,"27,546,481"
Total All Ports,"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts",2013,Vietnam,"42,661,609"
Total All Ports,"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts",2014,Vietnam,"53,439,653"
Total All Ports,"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts",2015,Vietnam,"66,565,408"
Total All Ports,"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts",2016,Vietnam,"80,184,864"
Total All Ports,"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts",2017,Vietnam,"104,056,141"
Total All Ports,"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts",2018,Vietnam,"131,954,338"
Total All Ports,"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts",2019,Vietnam,"133,210,999"
Total All Ports,"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts",2020,Vietnam,"151,035,907"
Total All Ports,"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts",2021,Vietnam,"223,223,037"
Total All Ports,"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts",2022,Vietnam,"333,480,887"
Total All Ports,"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts",2023,Vietnam,"357,311,626"
Total All Ports,"20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts",2024 through July,Vietnam,"233,826,955"
Total All Ports,21 Miscellaneous Edible Preparations,2003,Vietnam,"1,842,201"
Total All Ports,21 Miscellaneous Edible Preparations,2004,Vietnam,"3,824,190"
Total All Ports,21 Miscellaneous Edible Preparations,2005,Vietnam,"8,691,543"
Total All Ports,21 Miscellaneous Edible Preparations,2006,Vietnam,"5,098,274"
Total All Ports,21 Miscellaneous Edible Preparations,2007,Vietnam,"4,766,505"
Total All Ports,21 Miscellaneous Edible Preparations,2008,Vietnam,"6,376,927"
Total All Ports,21 Miscellaneous Edible Preparations,2009,Vietnam,"9,129,417"
Total All Ports,21 Miscellaneous Edible Preparations,2010,Vietnam,"12,093,548"
Total All Ports,21 Miscellaneous Edible Preparations,2011,Vietnam,"11,587,837"
Total All Ports,21 Miscellaneous Edible Preparations,2012,Vietnam,"15,055,679"
Total All Ports,21 Miscellaneous Edible Preparations,2013,Vietnam,"21,129,988"
Total All Ports,21 Miscellaneous Edible Preparations,2014,Vietnam,"28,662,078"
Total All Ports,21 Miscellaneous Edible Preparations,2015,Vietnam,"26,310,260"
Total All Ports,21 Miscellaneous Edible Preparations,2016,Vietnam,"27,546,269"
Total All Ports,21 Miscellaneous Edible Preparations,2017,Vietnam,"28,431,177"
Total All Ports,21 Miscellaneous Edible Preparations,2018,Vietnam,"30,746,741"
Total All Ports,21 Miscellaneous Edible Preparations,2019,Vietnam,"38,282,286"
Total All Ports,21 Miscellaneous Edible Preparations,2020,Vietnam,"55,753,357"
Total All Ports,21 Miscellaneous Edible Preparations,2021,Vietnam,"78,090,525"
Total All Ports,21 Miscellaneous Edible Preparations,2022,Vietnam,"109,729,818"
Total All Ports,21 Miscellaneous Edible Preparations,2023,Vietnam,"118,964,265"
Total All Ports,21 Miscellaneous Edible Preparations,2024 through July,Vietnam,"72,431,372"
Total All Ports,"22 Beverages, Spirits And Vinegar",2003,Vietnam,"782,633"
Total All Ports,"22 Beverages, Spirits And Vinegar",2004,Vietnam,"617,118"
Total All Ports,"22 Beverages, Spirits And Vinegar",2005,Vietnam,"695,919"
Total All Ports,"22 Beverages, Spirits And Vinegar",2006,Vietnam,"924,915"
Total All Ports,"22 Beverages, Spirits And Vinegar",2007,Vietnam,"1,070,309"
Total All Ports,"22 Beverages, Spirits And Vinegar",2008,Vietnam,"664,358"
Total All Ports,"22 Beverages, Spirits And Vinegar",2009,Vietnam,"682,975"
Total All Ports,"22 Beverages, Spirits And Vinegar",2010,Vietnam,"713,071"
Total All Ports,"22 Beverages, Spirits And Vinegar",2011,Vietnam,"576,662"
Total All Ports,"22 Beverages, Spirits And Vinegar",2012,Vietnam,"1,828,304"
Total All Ports,"22 Beverages, Spirits And Vinegar",2013,Vietnam,"3,583,307"
Total All Ports,"22 Beverages, Spirits And Vinegar",2014,Vietnam,"3,529,464"
Total All Ports,"22 Beverages, Spirits And Vinegar",2015,Vietnam,"6,071,151"
Total All Ports,"22 Beverages, Spirits And Vinegar",2016,Vietnam,"8,699,771"
Total All Ports,"22 Beverages, Spirits And Vinegar",2017,Vietnam,"14,415,596"
Total All Ports,"22 Beverages, Spirits And Vinegar",2018,Vietnam,"22,294,497"
Total All Ports,"22 Beverages, Spirits And Vinegar",2019,Vietnam,"27,763,219"
Total All Ports,"22 Beverages, Spirits And Vinegar",2020,Vietnam,"26,567,127"
Total All Ports,"22 Beverages, Spirits And Vinegar",2021,Vietnam,"37,384,146"
Total All Ports,"22 Beverages, Spirits And Vinegar",2022,Vietnam,"51,243,762"
Total All Ports,"22 Beverages, Spirits And Vinegar",2023,Vietnam,"44,891,724"
Total All Ports,"22 Beverages, Spirits And Vinegar",2024 through July,Vietnam,"33,412,207"
Total All Ports,23 Food Industry Residues & Waste; Prep Animal Feed,2008,Vietnam,"389,768"
Total All Ports,23 Food Industry Residues & Waste; Prep Animal Feed,2009,Vietnam,"236,317"
Total All Ports,23 Food Industry Residues & Waste; Prep Animal Feed,2010,Vietnam,"884,489"
Total All Ports,23 Food Industry Residues & Waste; Prep Animal Feed,2011,Vietnam,"1,237,609"
Total All Ports,23 Food Industry Residues & Waste; Prep Animal Feed,2012,Vietnam,"1,418,358"
Total All Ports,23 Food Industry Residues & Waste; Prep Animal Feed,2013,Vietnam,"2,037,888"
Total All Ports,23 Food Industry Residues & Waste; Prep Animal Feed,2014,Vietnam,"3,511,086"
Total All Ports,23 Food Industry Residues & Waste; Prep Animal Feed,2015,Vietnam,"12,502,841"
Total All Ports,23 Food Industry Residues & Waste; Prep Animal Feed,2016,Vietnam,"20,474,842"
Total All Ports,23 Food Industry Residues & Waste; Prep Animal Feed,2017,Vietnam,"25,240,758"
Total All Ports,23 Food Industry Residues & Waste; Prep Animal Feed,2018,Vietnam,"37,867,203"
Total All Ports,23 Food Industry Residues & Waste; Prep Animal Feed,2019,Vietnam,"35,025,484"
Total All Ports,23 Food Industry Residues & Waste; Prep Animal Feed,2020,Vietnam,"78,811,923"
Total All Ports,23 Food Industry Residues & Waste; Prep Animal Feed,2021,Vietnam,"67,673,142"
Total All Ports,23 Food Industry Residues & Waste; Prep Animal Feed,2022,Vietnam,"108,608,412"
Total All Ports,23 Food Industry Residues & Waste; Prep Animal Feed,2023,Vietnam,"65,146,178"
Total All Ports,23 Food Industry Residues & Waste; Prep Animal Feed,2024 through July,Vietnam,"63,326,648"
Total All Ports,24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod,2003,Vietnam,"1,926,077"
Total All Ports,24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod,2004,Vietnam,"1,532,563"
Total All Ports,24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod,2005,Vietnam,"66,500"
Total All Ports,24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod,2006,Vietnam,"223,145"
Total All Ports,24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod,2007,Vietnam,"95,620"
Total All Ports,24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod,2009,Vietnam,"427,200"
Total All Ports,24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod,2010,Vietnam,"34,800"
Total All Ports,24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod,2011,Vietnam,"292,648"
Total All Ports,24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod,2013,Vietnam,"882,588"
Total All Ports,24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod,2014,Vietnam,"913,740"
Total All Ports,24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod,2015,Vietnam,"1,591,104"
Total All Ports,24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod,2016,Vietnam,"1,004,454"
Total All Ports,24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod,2017,Vietnam,"5,447,885"
Total All Ports,24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod,2018,Vietnam,"1,713,859"
Total All Ports,24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod,2019,Vietnam,"2,524,605"
Total All Ports,24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod,2020,Vietnam,"3,200,015"
Total All Ports,24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod,2021,Vietnam,"5,574,947"
Total All Ports,24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod,2022,Vietnam,"5,334,853"
Total All Ports,24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod,2023,Vietnam,"3,052,466"
Total All Ports,24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod,2024 through July,Vietnam,"806,060"
Total All Ports,25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster,2003,Vietnam,"208,851"
Total All Ports,25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster,2004,Vietnam,"106,392"
Total All Ports,25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster,2005,Vietnam,"338,527"
Total All Ports,25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster,2006,Vietnam,"219,579"
Total All Ports,25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster,2007,Vietnam,"85,551"
Total All Ports,25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster,2008,Vietnam,"2,572,851"
Total All Ports,25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster,2009,Vietnam,"1,273,107"
Total All Ports,25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster,2010,Vietnam,"1,322,078"
Total All Ports,25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster,2011,Vietnam,"1,471,882"
